1,FitnessArticleFormula,Greedy,10,1,1,9,3,7,0,0,0,0,0,0,0,0,0,0,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,2,3,30,20,15,88,74,0,15,0,0,0,0,1,0,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,3,7,37,13,17,573,221,3,318,0,0,0,0,4,2,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,4,23,46,29,23,3506,410,12,2854,0,0,0,0,11,10,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,5,75,88,48,15,18521,1054,48,17165,0,0,0,0,42,51,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,6,245,188,48,82,169268,2731,193,167921,0,0,0,0,154,226,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,7,1001,1401,179,178,2080883,8048,700,2056163,0,0,0,0,534,963,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,8,2000,20969,3358,636,23339570,30349,3103,21432905,0,0,0,0,2194,4957,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,9,2000,100968,15207,869,99749139,50143,6981,91838801,0,0,0,0,5300,11133,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,10,2000,114145,19286,1246,121790648,37681,7670,114569895,0,0,0,0,5965,12908,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,11,2000,98465,20143,963,124742238,29766,9846,117740364,0,0,0,0,6181,15819,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,12,2000,91627,22065,1777,135649420,23532,8553,127568670,0,0,0,0,6021,18709,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,13,2000,70782,20389,1993,121693048,20391,11316,113651852,0,0,0,0,5941,21726,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,14,2000,66030,20186,1757,119139304,16084,13408,111407916,0,0,0,0,5564,24739,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,15,2000,68531,19636,1819,111921351,14441,9349,106253387,0,0,0,0,5492,27909,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,16,2000,53800,15545,2056,90941772,13955,10708,85668484,0,0,0,0,5535,31474,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,17,2000,31113,8484,2164,51120885,10127,6907,48178381,0,0,0,0,5372,35643,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,18,2000,10509,2081,1519,13139027,3938,2714,12046027,0,0,0,0,5535,40033,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,19,2000,3245,361,1969,2480721,1909,1918,2291667,0,0,0,0,5249,45156,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,20,2000,1943,186,2298,1235836,1465,1215,1167923,0,0,0,0,5010,49887,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,21,1590,759,54,2561,394219,932,599,375907,0,0,0,0,4984,53431,2000,false,true,false
1,FitnessArticleFormula,Greedy,10,22,1118,291,32,2748,243159,954,479,237711,0,0,0,0,4101,44905,2000,false,true,false
